serial_num,Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
2048,712161858,40,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,24108,3
2049,712163433,39,F,1,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,22727,1
2050,712164333,41,F,3,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,15309,3
2051,712165308,43,M,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,55400,3
2052,712166583,36,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,37951,1
2053,712168833,48,F,2,Unknown,Married,CA,91750,yes,no,no,unknown,Blue-collar,13803,1
2054,712169883,52,F,0,Graduate,Married,FL,91750,yes,no,no,telephone,Blue-collar,52984,1
2055,712171158,37,M,3,Uneducated,Married,FL,91750,no,yes,no,cellular,Blue-collar,88837,3
2056,712173108,57,F,4,Post-Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,54386,1
2057,712176708,63,F,0,High School,Single,NY,91750,yes,no,no,cellular,Selfemployeed,70711,3
2058,712177908,53,F,4,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,57146,3
2059,712178883,51,F,2,Unknown,Married,FL,91750,yes,no,no,cellular,Retirees,39165,2
2060,712180308,52,F,0,High School,Married,NJ,91750,no,yes,no,unknown,Businessman,183827,3
2061,712181658,52,M,3,Graduate,Single,NY,91750,no,no,yes,cellular,Retirees,88699,3
2062,712184133,52,M,2,Uneducated,Single,NY,91750,yes,no,no,unknown,Businessman,92738,2
2063,712187808,47,F,3,Uneducated,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,16520,3
2064,712189233,49,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,34722,2
2065,712190358,41,M,3,Graduate,Single,FL,91750,yes,yes,no,cellular,Govt,95521,2
2066,712191783,48,M,4,Uneducated,Married,IL,91750,yes,yes,no,cellular,Selfemployeed,107927,3
2067,712195383,43,F,2,Graduate,Married,CA,90250,no,yes,no,telephone,Businessman,190012,3
2068,712196508,62,F,0,Graduate,Married,MI,91750,no,yes,no,cellular,Selfemployeed,5525,1
2069,712198983,42,F,4,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,35287,2
2070,712200033,37,M,3,Uneducated,Single,IA,91750,yes,yes,no,telephone,Blue-collar,88602,1
2071,712202433,60,F,0,High School,Single,CA,91750,yes,no,no,cellular,Retirees,40366,2
2072,712203333,41,M,5,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,74295,2
2073,712204308,50,F,2,Unknown,Married,FL,91750,no,no,no,cellular,Selfemployeed,33254,3
2074,712206033,39,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,Businessman,228681,2
2075,712206858,26,F,1,Unknown,Single,CA,91750,no,no,no,unknown,Govt,34685,1
2076,712207683,48,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,3
2077,712208658,34,M,3,High School,Single,NY,91750,yes,yes,no,cellular,Businessman,111320,1
2078,712210458,51,F,2,Unknown,Married,NY,91750,yes,no,no,cellular,Businessman,235876,1
2079,712214283,36,M,2,Graduate,Single,CA,91750,no,no,no,cellular,Govt,79820,3
2080,712215258,60,F,0,Uneducated,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,11468,1
2081,712216533,44,F,5,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,14975,2
2082,712219083,53,M,3,High School,Married,FL,91750,no,yes,yes,unknown,Blue-collar,108843,3
2083,712220283,42,F,3,Graduate,Single,FL,91750,yes,yes,no,cellular,Retirees,53870,2
2084,712221408,43,M,1,Graduate,Single,TX,91750,no,yes,yes,cellular,White-collar,77405,1
2085,712222758,44,F,1,Graduate,Single,CA,91750,yes,yes,no,unknown,Govt,28606,1
2086,712225008,26,F,0,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,47217,2
2087,712228458,39,M,5,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,56926,3
2088,712229283,53,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,25200,2
2089,712230408,59,F,2,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,40712,2
2090,712231308,55,M,4,Graduate,Single,NJ,91750,yes,yes,yes,unknown,White-collar,145249,3
2091,712233183,57,F,0,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,35711,3
2092,712234308,42,M,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Govt,77429,3
2093,712235433,57,F,3,High School,Single,MI,91750,no,yes,no,cellular,Govt,25699,3
2094,712236483,48,M,5,Unknown,Unknown,TX,91750,yes,yes,yes,telephone,White-collar,64838,3
2095,712237458,49,M,4,Graduate,Single,FL,91750,yes,yes,yes,unknown,Businessman,41552,3
2096,712238958,53,F,1,Graduate,Single,NJ,91750,no,no,no,telephone,Businessman,217807,1
2097,712240083,49,F,2,Uneducated,Single,TX,91750,no,no,no,cellular,Selfemployeed,2565,2
2098,712241433,39,F,3,Uneducated,Single,FL,91750,no,yes,no,cellular,Retirees,55116,3
2099,712242633,41,M,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,45049,3
2100,712244733,53,F,4,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,61087,2
2101,712246983,53,M,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,210534,2
2102,712253058,34,M,0,Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,52924,3
2103,712255458,49,F,4,Graduate,Married,TX,91750,yes,yes,yes,cellular,White-collar,33256,1
2104,712256358,49,F,3,Graduate,Married,TX,91750,no,yes,no,unknown,White-collar,136787,2
2105,712257258,45,F,2,Graduate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14183,3
2106,712258308,52,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,60126,3
2107,712260633,45,M,3,Graduate,Single,CA,90250,no,no,no,cellular,White-collar,135833,1
2108,712263258,61,F,0,Graduate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,36780,3
2109,712265508,53,F,2,Graduate,Single,NJ,91750,yes,yes,no,cellular,White-collar,113787,3
2110,712266633,51,M,1,High School,Unknown,NY,91750,yes,no,no,cellular,Govt,116947,3
2111,712267983,62,F,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,28257,3
2112,712268808,52,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,116723,3
2113,712270158,50,M,4,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,10046,3
2114,712271958,33,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,40195,3
2115,712275108,63,F,1,Graduate,Married,FL,91750,no,yes,yes,unknown,Businessman,19125,3
2116,712278108,39,M,2,Graduate,Married,TX,91750,yes,no,no,cellular,Retirees,79681,3
2117,712279683,36,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,32038,1
2118,712281183,43,F,4,Unknown,Single,TX,91750,yes,no,no,cellular,Blue-collar,13782,2
2119,712283808,42,F,2,Uneducated,Married,NY,91750,no,no,no,unknown,White-collar,19263,1
2120,712285908,49,M,2,Uneducated,Married,NY,91750,no,no,yes,unknown,Businessman,96512,2
2121,712287333,38,M,2,Unknown,Married,FL,91750,no,yes,no,cellular,Retirees,48702,1
2122,712288158,39,F,1,Graduate,Unknown,TX,91750,yes,no,yes,cellular,Selfemployeed,33110,2
2123,712290258,65,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,48910,2
2124,712291308,50,F,4,Graduate,Single,NY,91750,no,yes,no,unknown,Govt,17106,3
2125,712292133,32,F,0,Unknown,Married,CA,91750,no,yes,no,cellular,Blue-collar,21584,3
2126,712294083,51,F,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Govt,26236,1
2127,712294983,36,M,3,High School,Married,NJ,91750,no,no,no,cellular,Govt,65269,3
2128,712296408,57,F,4,Uneducated,Married,NY,91750,no,yes,no,unknown,Businessman,221274,2
2129,712297683,59,F,1,Graduate,Married,FL,91750,yes,yes,no,cellular,Blue-collar,23327,3
2130,712298883,65,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Govt,34097,3
2131,712299858,40,F,1,High School,Single,TX,91750,yes,no,no,unknown,Blue-collar,12518,2
2132,712300683,48,M,4,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,84452,1
2133,712302783,37,F,2,High School,Single,CA,91750,yes,no,no,cellular,Blue-collar,61907,3
2134,712303908,63,M,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,37057,1
2135,712305333,59,M,0,High School,Single,NY,91750,no,yes,no,cellular,Businessman,49165,2
2136,712307283,44,F,2,Graduate,Single,VA,91750,yes,no,yes,cellular,Selfemployeed,24015,3
2137,712309758,55,F,4,Graduate,Married,NY,91750,yes,yes,no,cellular,Retirees,58786,2
2138,712311258,40,M,3,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,72019,1
2139,712312908,43,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,44515,1
2140,712315683,46,F,3,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,5225,3
2141,712319058,33,F,4,Graduate,Married,NJ,91750,yes,no,no,cellular,White-collar,28114,3
2142,712319958,65,F,0,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,43661,3
2143,712322058,45,F,2,Uneducated,Married,NY,91750,yes,yes,yes,cellular,White-collar,37270,2
2144,712323183,28,M,0,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,41267,3
2145,712325433,61,M,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Businessman,51228,1
2146,712326708,43,M,3,Graduate,Unknown,NY,91750,no,yes,yes,cellular,White-collar,62556,1
2147,712327608,53,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,25654,3
2148,712329933,60,M,0,Graduate,Married,AK,99504,yes,yes,no,cellular,Retirees,19883,2
2149,712332183,41,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,45491,1
2150,712335858,51,M,2,Post-Graduate,Unknown,FL,91750,no,no,no,cellular,Selfemployeed,82235,2
2151,712337208,50,M,4,High School,Married,TX,91750,no,yes,no,unknown,White-collar,135983,1
2152,712338033,48,F,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,2
2153,712340733,42,F,3,Unknown,Single,TX,91750,yes,no,no,cellular,Blue-collar,15828,3
2154,712341933,57,F,2,Unknown,Single,FL,91750,yes,yes,yes,unknown,White-collar,133164,3
2155,712342833,47,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,48548,1
2156,712347258,38,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,61421,1
2157,712349808,49,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,52632,1
2158,712350858,32,F,0,Unknown,Single,FL,91750,no,no,no,unknown,Selfemployeed,11546,1
2159,712351908,37,M,3,Uneducated,Married,CA,91750,no,yes,no,cellular,Businessman,110182,3
2160,712361583,34,F,4,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,41613,3
2161,712363158,48,M,3,Doctorate,Single,FL,91750,yes,yes,yes,unknown,Businessman,181991,2
2162,712364283,42,F,2,Uneducated,Married,NY,91750,yes,yes,no,telephone,Selfemployeed,46178,2
2163,712365483,61,F,0,High School,Single,FL,91750,no,no,no,cellular,Govt,40464,2
2164,712367658,53,M,2,High School,Married,MI,91750,yes,no,no,unknown,White-collar,144245,2
2165,712369308,55,F,1,Unknown,Married,CA,91750,no,yes,no,unknown,White-collar,19408,1
2166,712370208,44,F,4,Graduate,Married,VA,91750,no,yes,no,unknown,Selfemployeed,12627,3
2167,712372158,32,F,0,High School,Married,TX,91750,no,yes,no,cellular,Govt,17226,2
2168,712373208,52,F,3,High School,Married,CA,91750,no,no,no,unknown,Selfemployeed,1250,1
2169,712374708,37,M,1,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,150611,2
2170,712375758,58,F,2,High School,Single,FL,91750,yes,no,no,telephone,Blue-collar,14573,3
2171,712378983,39,M,4,Graduate,Married,CA,91750,no,yes,no,unknown,Businessman,30491,3
2172,712381683,43,M,2,High School,Unknown,TX,91750,yes,no,no,cellular,Businessman,112762,2
2173,712389108,47,F,4,Uneducated,Married,CA,91750,no,no,no,telephone,Govt,48969,3
2174,712390683,54,F,2,Graduate,Single,NY,91750,no,yes,yes,cellular,Businessman,218011,3
2175,712392108,26,F,0,Uneducated,Single,FL,91750,no,yes,no,cellular,Selfemployeed,14326,1
2176,712394283,40,M,3,Graduate,Married,FL,91750,yes,no,no,cellular,Govt,93533,3
2177,712395408,65,F,0,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,29542,1
2178,712396908,37,F,3,Graduate,Unknown,NY,91750,no,yes,no,cellular,Selfemployeed,14975,2
2179,712399308,44,F,2,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,22428,3
2180,712401033,49,F,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,23194,1
2181,712403358,42,F,3,High School,Married,FL,91750,no,yes,yes,cellular,Selfemployeed,57099,3
2182,712404483,44,M,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Businessman,95433,3
2183,712405908,56,M,2,Uneducated,Single,WA,53010,yes,yes,yes,cellular,White-collar,107691,3
2184,712407033,38,M,1,High School,Single,IA,91750,yes,yes,no,cellular,Businessman,52567,2
2185,712407783,44,M,3,Graduate,Married,TX,91750,no,yes,yes,cellular,Govt,63157,3
2186,712410858,31,M,0,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,51595,3
2187,712411908,47,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Selfemployeed,49487,3
2188,712412958,46,F,3,Uneducated,Single,CA,90025,yes,no,no,cellular,Businessman,176845,3
2189,712414908,43,M,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Retirees,89170,2
2190,712419708,46,F,4,Graduate,Married,FL,91750,no,no,no,unknown,White-collar,23300,3
2191,712420833,43,F,2,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,2
2192,712423233,47,F,4,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,41512,2
2193,712425258,46,F,4,Uneducated,Unknown,TX,91750,no,yes,no,telephone,Businessman,55645,3
2194,712428333,38,F,2,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,48459,1
2195,712429458,34,F,0,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,48858,2
2196,712431183,43,M,2,Uneducated,Married,MI,91750,yes,yes,no,cellular,Businessman,97210,3
2197,712433508,50,F,3,Uneducated,Married,NY,91750,no,no,yes,unknown,Selfemployeed,1250,3
2198,712434708,40,F,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Govt,31452,2
2199,712437108,61,M,0,Graduate,Married,CA,91750,no,no,no,telephone,Retirees,83687,3
2200,712438308,38,M,3,Graduate,Single,FL,91750,no,yes,no,telephone,Businessman,236211,3
2201,712440483,53,F,3,Graduate,Married,TX,91750,no,no,no,telephone,Selfemployeed,8250,3
2202,712441308,53,M,2,Unknown,Married,NY,91750,yes,yes,no,cellular,White-collar,119148,3
2203,712442508,55,F,2,Graduate,Married,FL,91750,no,no,no,unknown,Blue-collar,37676,1
2204,712443558,45,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,19822,2
2205,712444533,58,F,1,Doctorate,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,44264,1
2206,712445583,46,F,4,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,25668,3
2207,712446783,50,F,2,Doctorate,Single,TX,91750,no,no,no,cellular,Govt,26749,3
2208,712447758,39,M,2,Graduate,Married,FL,91750,yes,yes,no,cellular,Govt,109802,1
2209,712448658,32,F,0,Unknown,Married,FL,91750,yes,yes,yes,telephone,Selfemployeed,24810,1
2210,712450008,46,F,2,Post-Graduate,Married,FL,91750,no,no,yes,cellular,Blue-collar,27471,3
2211,712452033,43,F,2,Uneducated,Unknown,TX,91750,yes,yes,no,cellular,Selfemployeed,23812,3
2212,712453308,50,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Govt,107426,3
2213,712454058,36,F,3,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,6550,3
2214,712454958,47,F,1,High School,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,1
2215,712457208,38,M,2,Unknown,Married,NY,91750,no,no,no,cellular,Businessman,111135,2
2216,712459233,50,F,0,Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,19231,3
2217,712460433,55,F,3,High School,Single,NY,91750,yes,yes,no,cellular,White-collar,50607,3
2218,712463883,46,F,4,High School,Single,NJ,91750,yes,yes,yes,cellular,Selfemployeed,36533,3
2219,712464933,44,F,3,High School,Single,TX,91750,yes,no,yes,telephone,Businessman,206224,3
2220,712470033,44,F,2,Graduate,Single,CA,91750,no,no,no,unknown,Businessman,33846,3
2221,712475733,43,F,1,Uneducated,Married,FL,91750,yes,yes,no,unknown,White-collar,17012,3
2222,712479633,37,F,4,Graduate,Married,FL,91750,no,no,no,unknown,Govt,27294,1
2223,712481733,33,F,3,Post-Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,49698,3
2224,712484733,46,M,2,High School,Married,FL,91750,yes,no,yes,cellular,Businessman,73704,3
2225,712487883,45,M,3,Unknown,Married,NY,91750,yes,no,no,cellular,White-collar,117845,3
2226,712489158,55,F,2,Unknown,Single,TX,91750,no,no,no,unknown,Businessman,32450,1
2227,712490283,46,F,1,High School,Married,NY,91750,yes,no,no,cellular,Govt,21418,3
2228,712491108,44,F,3,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,30527,3
2229,712493058,44,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,66807,1
2230,712494108,49,F,2,Uneducated,Single,FL,91750,yes,no,yes,cellular,Selfemployeed,17490,2
2231,712495233,37,F,2,High School,Married,CA,91750,yes,no,no,cellular,Govt,26952,1
2232,712497783,50,F,2,High School,Married,NY,91750,yes,yes,yes,cellular,Businessman,184214,3
2233,712500933,44,F,1,High School,Married,TX,91750,yes,yes,no,cellular,White-collar,34127,1
2234,712503408,36,F,3,Graduate,Married,IL,91750,yes,no,no,cellular,Businessman,238789,2
2235,712505658,39,F,1,High School,Single,NY,91750,yes,no,no,cellular,Businessman,15397,3
2236,712506708,45,F,2,Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,35322,1
2237,712507758,48,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,99638,3
2238,712509108,48,M,4,Doctorate,Single,WA,53012,no,yes,no,cellular,Govt,113579,2
2239,712510833,50,F,3,Doctorate,Single,CA,91750,yes,yes,no,cellular,Govt,50825,3
2240,712513458,55,F,2,Graduate,Married,FL,91750,yes,no,yes,unknown,Govt,35093,3
2241,712514508,49,F,2,Graduate,Married,TX,91750,no,yes,yes,unknown,Blue-collar,34589,3
2242,712515558,32,F,3,High School,Married,MI,91750,no,no,no,cellular,Businessman,32829,1
2243,712516608,44,F,3,High School,Married,CA,90250,no,yes,no,cellular,Businessman,186296,2
2244,712517808,40,F,5,Unknown,Single,TX,91750,no,no,no,cellular,Businessman,186470,1
2245,712521783,33,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,40920,1
2246,712523283,28,F,0,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,1
2247,712524858,39,M,1,Unknown,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,57468,3
2248,712531008,59,F,0,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,28748,3
2249,712532058,48,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Businessman,215468,3
2250,712533708,44,M,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,84249,1
2251,712542258,42,M,4,Unknown,Married,NY,91750,yes,yes,yes,cellular,Businessman,76429,3
2252,712544358,47,F,3,Graduate,Unknown,CA,90670,yes,yes,yes,unknown,Businessman,216876,1
2253,712545183,28,M,0,Graduate,Married,CA,91750,yes,no,no,unknown,Govt,36452,3
2254,712546233,52,M,1,Unknown,Single,TX,91750,yes,no,no,cellular,Businessman,49232,2
2255,712549758,46,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,41441,3
2256,712551258,48,F,5,Unknown,Single,TX,91750,no,no,no,unknown,Selfemployeed,2565,3
2257,712552608,54,F,2,Doctorate,Married,NY,91750,yes,no,no,unknown,Retirees,31238,3
2258,712554183,39,F,1,Unknown,Married,TX,91750,no,no,no,cellular,Businessman,49456,3
2259,712555233,47,F,3,Uneducated,Single,CA,91750,no,yes,no,telephone,Retirees,20348,1
2260,712556433,58,F,1,Graduate,Single,NY,91750,yes,yes,no,cellular,Businessman,215176,3
2261,712557708,50,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Blue-collar,24646,1
2262,712559058,50,M,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,77314,2
2263,712560558,61,M,0,High School,Single,NY,91750,no,yes,no,cellular,Selfemployeed,73199,3
2264,712562433,31,F,0,Uneducated,Single,FL,91750,no,yes,no,cellular,Businessman,25535,3
2265,712563408,43,F,3,Uneducated,Single,NY,91750,no,yes,no,cellular,White-collar,25036,1
2266,712566258,56,M,1,Graduate,Married,NY,91750,no,no,no,telephone,Retirees,64824,2
2267,712567083,48,M,4,Graduate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,88921,1
2268,712568358,39,F,2,High School,Single,NY,91750,no,yes,no,unknown,Blue-collar,34816,2
2269,712569408,53,M,1,Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,85919,1
2270,712570458,39,M,4,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,108791,3
2271,712571883,44,M,4,Unknown,Married,NY,91750,no,no,no,cellular,Retirees,73815,2
2272,712572858,50,F,1,Post-Graduate,Single,TX,91750,yes,no,no,cellular,Businessman,43193,3
2273,712574583,37,M,2,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,95446,3
2274,712575708,50,M,3,Uneducated,Married,NY,91750,no,no,no,cellular,White-collar,63330,3
2275,712576908,50,F,2,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,16419,2
2276,712578933,41,F,3,Graduate,Married,FL,91750,no,yes,yes,cellular,Govt,28606,1
2277,712579983,55,F,2,Post-Graduate,Married,NJ,91750,no,yes,yes,cellular,Govt,24383,3
2278,712580958,42,M,4,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,103449,3
2279,712582983,43,M,1,High School,Married,NY,91750,no,no,no,unknown,Blue-collar,75751,1
2280,712586583,37,F,0,Doctorate,Single,TX,91750,yes,no,no,cellular,Blue-collar,22567,1
2281,712589658,45,F,3,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,15964,2
2282,712591983,49,F,2,High School,Married,NY,91750,no,no,no,cellular,Govt,50345,3
2283,712593933,65,M,0,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,24181,3
2284,712595433,44,F,4,Unknown,Married,FL,91750,yes,no,no,cellular,Govt,16147,3
2285,712597233,40,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,3
2286,712599783,46,M,2,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,77474,3
2287,712602708,54,F,1,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,20566,2
2288,712604133,39,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,14975,3
2289,712606158,32,M,2,Graduate,Married,NY,91750,no,no,no,telephone,Blue-collar,40338,1
2290,712607583,47,F,2,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,26557,2
2291,712608783,47,F,4,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14975,3
2292,712609533,53,M,1,Unknown,Married,CA,90250,no,yes,no,unknown,White-collar,131393,3
2293,712611108,48,F,4,Uneducated,Married,NY,91750,no,yes,no,unknown,Govt,24797,1
2294,712612233,43,F,2,Graduate,Married,TX,91750,yes,yes,no,unknown,Blue-collar,21084,2
2295,712613808,37,M,2,Uneducated,Unknown,CA,91750,no,no,no,cellular,Businessman,56376,2
2296,712615008,46,F,3,Unknown,Married,MN,91750,yes,no,no,cellular,Businessman,37623,3
2297,712617408,60,F,0,Graduate,Married,NY,91750,no,yes,no,unknown,Selfemployeed,29847,2
2298,712619808,40,M,2,High School,Single,NY,91750,yes,yes,no,cellular,Govt,55745,2
2299,712620858,53,M,4,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,69105,2
2300,712623258,42,F,2,High School,Married,TX,91750,yes,no,no,unknown,White-collar,24583,1
2301,712624383,47,M,4,High School,Married,FL,91750,yes,yes,no,cellular,Blue-collar,106926,3
2302,712627083,54,M,2,Graduate,Single,FL,91750,yes,yes,yes,cellular,White-collar,119148,2
2303,712630608,43,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,62079,3
2304,712634133,49,F,2,High School,Married,FL,91750,yes,no,no,cellular,Blue-collar,13356,2
2305,712636308,56,F,2,Uneducated,Single,FL,91750,yes,no,no,cellular,Selfemployeed,14975,2
2306,712637283,62,M,0,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,95374,3
2307,712640583,58,M,1,Graduate,Single,CA,91750,no,no,no,cellular,Govt,86951,2
2308,712642533,48,F,3,High School,Single,CA,91711,no,no,yes,unknown,Retirees,42226,1
2309,712643358,48,F,2,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,12087,1
2310,712644483,43,F,3,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,55945,2
2311,712645908,47,M,4,High School,Married,NJ,91750,no,no,no,cellular,Govt,117004,3
2312,712649058,43,M,3,High School,Single,NY,91750,no,no,yes,cellular,Businessman,50870,2
2313,712650333,37,F,3,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,8250,1
2314,712652283,49,F,3,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,34310,1
2315,712653183,61,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,40213,3
2316,712654233,50,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,113320,3
2317,712655583,65,F,1,High School,Single,CA,91750,no,yes,no,unknown,Blue-collar,20514,2
2318,712656783,40,F,4,Graduate,Married,FL,91750,yes,yes,no,unknown,Retirees,23007,2
2319,712658283,64,F,0,Unknown,Married,NY,91750,no,yes,no,unknown,Businessman,35603,3
2320,712659408,33,M,3,High School,Married,FL,91750,no,yes,no,cellular,Govt,69431,1
2321,712660308,30,F,1,Post-Graduate,Married,FL,91750,no,no,no,telephone,Blue-collar,28146,3
2322,712661433,55,F,3,Graduate,Single,WA,54101,yes,yes,no,cellular,Selfemployeed,14197,1
2323,712662783,51,F,1,Unknown,Single,FL,91750,yes,no,no,unknown,Blue-collar,30145,2
2324,712663533,43,F,3,Graduate,Married,CA,91750,no,yes,yes,cellular,Businessman,44807,1
2325,712664658,26,M,1,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,29529,3
2326,712665633,42,F,4,Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,37725,2
2327,712667058,56,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,67161,2
2328,712667958,36,F,0,Uneducated,Single,FL,91750,yes,yes,no,telephone,Retirees,41150,3
2329,712669983,57,F,3,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,58577,3
2330,712672083,48,F,2,Uneducated,Married,NY,91750,no,yes,no,cellular,Selfemployeed,5225,3
